Rank,playerId,abbrevName,playerFullName,player,playerFirstName,pos,newestTeamName,newestTeamAbbrevName,newestTeamId,newestTeamLocation,newestTeamLevel,batsHand,throwsHand,ClassYear,DOB,Weight,Height,Hometown,Age,Jersey
,1281514496,P. Airhart,Parker Airhart,Airhart,Parker,C,Murray State University,MURR,730188032,Murray State,BBC,R,R,GRAD,2002-11-14,210,6' 0","Sugar Land, TX, US",23,10
,1324748800,B. Palmer,Blaine Palmer,Palmer,Blaine,P,Abilene Christian University,AC,730375936,Abilene Christian,BBC,R,R,SR,2003-11-11,175,5' 11","Buffalo Gap, TX, US",22,11
,1132962304,L. Iverson,Luke Iverson,Iverson,Luke,C,Utah Valley University,UVU,730263552,Utah Valley,BBC,S,R,SR,2004-04-24,185,6' 0","St George, UT, US",22,9
,1287384576,J. Smith,Jayden Smith,Smith,Jayden,CF,Utah Valley University,UVU,730263552,Utah Valley,BBC,R,R,SR,2002-10-08,175,5' 9","Gilbert, AZ, US",23,33
,1310913536,J. Beltran,Jacob Beltran,Beltran,Jacob,P,Utah Valley University,UVU,730263552,Utah Valley,BBC,R,R,SR,2003-09-24,180,6' 0","Phoenix, AZ, US",22,17
,1100789760,B. Wooldridge,Braydon Wooldridge,Wooldridge,Braydon,OF,UC Davis,UCD,730153984,UC Davis,BBC,L,L,SR,2003-09-22,175,6' 0","Chino Hills, CA, US",22,27
,1165659136,J. Murphy,Jaxon Murphy,Murphy,Jaxon,RF,UC Davis,UCD,730153984,UC Davis,BBC,L,R,JR,2005-05-18,185,6' 0","Fresno, CA, US",21,3
,1188283648,J. Wright,Joey Wright,Wright,Joey,2B,UC Davis,UCD,730153984,UC Davis,BBC,R,R,SR,-,175,5' 11","Newport Beach, CA, US",0,2
,1195570688,J. Castagnola,Jack Castagnola,Castagnola,Jack,OF,UC Davis,UCD,730153984,UC Davis,BBC,L,L,R-SO,-,0,5' 9","La Jolla, CA, US",0,20
,1229118720,R. Lee,Ryan Lee,Lee,Ryan,3B,UC Davis,UCD,730153984,UC Davis,BBC,R,R,SR,-,195,5' 11","Sunnyvale, CA, US",0,8
,1278802176,T. Wood,Tyler Wood,Wood,Tyler,P,UC Davis,UCD,730153984,UC Davis,BBC,R,R,JR,2004-03-19,190,6' 3","Danville, CA, US",22,43
,1279519488,M. Lerma,Mason Lerma,Lerma,Mason,P,UC Davis,UCD,730153984,UC Davis,BBC,L,L,JR,-,190,5' 10","Santa Rosa, CA, US",0,10
,1257416704,R. Hetzler,Ryan Hetzler,Hetzler,Ryan,P,Auburn University,AUB,5466,Auburn,BBC,R,R,JR,2005-01-07,176,5' 11","Corona, CA, US",21,28
,1304813312,A. Rudd,Andrew Rudd,Rudd,Andrew,P,California Baptist University,CBU,5091,California Baptist,BBC,R,R,JR,-,215,6' 5","Riverside, CA, US",0,32
,1312932352,C. New,Cody New,New,Cody,P,California Baptist University,CBU,5091,California Baptist,BBC,L,L,JR,2005-02-16,215,6' 3","Hesperia, CA, US",21,21
,1332052736,N. Smith,Noah Smith,Smith,Noah,P,California Baptist University,CBU,5091,California Baptist,BBC,R,R,JR,2005-02-28,185,6' 3","Highland, CA, US",21,18
,1341316352,R. Kittredge,Ryan Kittredge,Kittredge,Ryan,P,University of Utah,UTAH,730328320,Utah,BBC,R,R,SR,2003-06-12,205,6' 2","Poway, CA, US",23,11
,1176027648,A. Raygoza,Armani Raygoza,Raygoza,Armani,1B,University of Texas Rio Grande Valley,UTRGV,730192128,UT Rio Grande Valley,BBC,L,R,R-JR,2004-08-05,195,6' 1","El Paso, TX, US",21,11
,1176047872,E. Moomau,Easton Moomau,Moomau,Easton,3B,University of Texas Rio Grande Valley,UTRGV,730192128,UT Rio Grande Valley,BBC,L,R,JR,2005-02-04,190,6' 2","El Paso, TX, US",21,23
,1195522560,H. Warren,Hank Warren,Warren,Hank,RF,University of Texas Rio Grande Valley,UTRGV,730192128,UT Rio Grande Valley,BBC,R,R,R-SR,2002-07-11,185,6' 0","Pollok, TX, US",23,21
,1273103616,A. Sanchez,Aaron Sanchez,Sanchez,Aaron,P,University of Texas Rio Grande Valley,UTRGV,730192128,UT Rio Grande Valley,BBC,R,R,GRAD,-,0,6' 1","El Paso, TX, US",0,29
,1169252608,S. Kane,Sam Kane,Kane,Sam,RF,University of Nevada,NEV,4784,Nevada,BBC,R,R,JR,2005-06-29,185,5' 11","Reno, NV, US",21,12
,1263650048,B. Stinnett,Brandon Stinnett,Stinnett,Brandon,2B,Seattle University,SEA,4504,Seattle,BBC,L,R,JR,2004-10-10,165,5' 9","Lyons, OR, US",21,5
,1310653952,J. Wagoner,Jake Wagoner,Wagoner,Jake,C,Lamar University,LAM,730162432,Lamar,BBC,R,R,JR,-,180,5' 11","Cedar Park, TX, US",0,1
,1341305344,L. Alwood,Luke Alwood,Alwood,Luke,P,Seattle University,SEA,4504,Seattle,BBC,R,R,SR,-,210,6' 4","Kihei, HI, US",0,37
,1097967616,C. Jones,Charlie Jones,Jones,Charlie,1B,Kennesaw State University,KENN,730197504,Kennesaw State,BBC,R,R,SR,2002-11-21,230,6' 3","Cumming, GA, US",23,27
,1110077952,W. Zapp,Walker Zapp,Zapp,Walker,C,Air Force Academy,AFA,730205440,Air Force,BBC,R,R,SR,2004-01-16,200,5' 11","Auburn, AL, US",22,24
,1152866048,T. Garrish,Tripp Garrish,Garrish,Tripp,RF,Air Force Academy,AFA,730205440,Air Force,BBC,L,L,SR,2003-11-19,210,6' 1","Belmont, CA, US",22,10
,1162511360,C. Krauss,Chayton Krauss,Krauss,Chayton,1B,Dallas Baptist University,DBU,730198016,Dallas Baptist,BBC,R,R,GRAD,2003-03-07,226,6' 3","Coppell, TX, US",23,19
,1287362048,J. Nerat,Joey Nerat,Nerat,Joey,LF,University of Iowa,IOWA,1232,Iowa,BBC,L,R,SR,2004-04-20,204,5' 11","Campbellsport, WI, US",22,32
,1126287616,K. Walker,Khalil Walker,Walker,Khalil,CF,University of New Mexico,UNM,730153472,New Mexico,BBC,L,L,GRAD,2002-12-28,190,5' 10","Mansfield, TX, US",23,15
,1155006976,T. Wood,Tye Wood,Wood,Tye,LF,Tulane University,TULN,730354176,Tulane,BBC,S,L,GRAD,2003-06-19,185,5' 10","Gardner, KS, US",23,4
,1162119936,C. Taylor,Christian Taylor,Taylor,Christian,LF,Air Force Academy,AFA,730205440,Air Force,BBC,R,R,JR,2004-10-08,180,5' 11","Mount Juliet, TN, US",21,12
,1178748928,A. Carris,Akili Carris,Carris,Akili,3B,University of New Mexico,UNM,730153472,New Mexico,BBC,R,R,SR,2004-06-24,185,6' 2","Albuquerque, NM, US",22,14
,1195605248,G. Estridge,Gaines Estridge,Estridge,Gaines,P,Air Force Academy,AFA,730205440,Air Force,BBC,R,R,JR,2004-10-31,215,6' 3","Fort Worth, TX, US",21,36
,1238229248,J. Barnhouse,Josh Barnhouse,Barnhouse,Josh,P,University of New Mexico,UNM,730153472,New Mexico,BBC,R,R,GRAD,2003-05-30,240,6' 6","Prosper, TX, US",23,34
,1297334528,L. Boyd,Landon Boyd,Boyd,Landon,3B,Air Force Academy,AFA,730205440,Air Force,BBC,S,R,SR,2003-02-24,195,6' 0","Parker, CO, US",23,13
,1100097536,M. Canizares,Matt Canizares,Canizares,Matt,P,Stony Brook University,STON,730249984,Stony Brook,BBC,R,R,SR,2003-02-26,200,6' 0","Queens, NY, US",23,55
,1197663488,J. Harvey,Jake Harvey,Harvey,Jake,C,University of Nevada,NEV,4784,Nevada,BBC,R,R,SR,2003-11-18,210,6' 1","Roseville, CA, US",22,18
,1297504512,J. Waller,Jackson Waller,Waller,Jackson,SS,University of Nevada,NEV,4784,Nevada,BBC,R,R,SR,2003-11-03,205,6' 1","San Marcos, CA, US",22,32
,1088679680,D. Desch,Dominic Desch,Desch,Dominic,P,University of Nevada,NEV,4784,Nevada,BBC,R,R,GRAD,-,220,6' 2","Henderson, NV, US",0,23
,1153840384,J. Collier,Joey Collier,Collier,Joey,P,Air Force Academy,AFA,730205440,Air Force,BBC,L,L,SR,2003-05-07,195,6' 0","Surprise, AZ, US",23,25
,1207853056,B. Brantingham,Bowen Brantingham,Brantingham,Bowen,P,Air Force Academy,AFA,730205440,Air Force,BBC,R,R,JR,2004-07-12,215,6' 5","St Louis, MO, US",21,45
,1212366080,E. Tierney,Eddie Tierney,Tierney,Eddie,P,University of Nevada,NEV,4784,Nevada,BBC,R,R,R-JR,2003-10-22,210,6' 4","Reno, NV, US",22,13
,1279313920,L. Elmore,Luke Elmore,Elmore,Luke,1B,Air Force Academy,AFA,730205440,Air Force,BBC,R,R,JR,2005-05-25,195,6' 0","Panama City, FL, US",21,29
,1168885760,S. Hentges,Sam Hentges,Hentges,Sam,P,Air Force Academy,AFA,730205440,Air Force,BBC,L,L,JR,2004-09-15,205,6' 2","Seal Beach, CA, US",21,27
,1265342464,J. Lewis,Jared Lewis,Lewis,Jared,2B,University of San Francisco,SF,730365696,San Francisco,BBC,S,R,R-JR,2004-02-07,188,5' 11","Roseville, CA, US",22,6
,1191534336,V. Arreola,Victor Arreola,Arreola,Victor,P,Fresno State,FRES,730384384,Fresno State,BBC,R,R,R-SR,2003-01-10,195,6' 0","San Diego, CA, US",23,5
,1260755712,B. Weber,Ben Weber,Weber,Ben,P,Virginia Tech,VT,2293,Virginia Tech,BBC,R,R,SR,2003-10-26,210,6' 1","Saint Paul, MN, US",22,23
,1176216576,J. Lebron,Justin Lebron,Lebron,Justin,SS,University of Alabama,ALA,730206976,Alabama,BBC,R,R,JR,2004-11-03,180,6' 2","Miramar, FL, US",21,1
,1196789504,D. Wyers,Drew Wyers,Wyers,Drew,2B,Mississippi State University,MSST,5080,Mississippi State,BBC,R,R,SR,2003-06-15,200,6' 2","Columbus, NJ, US",23,10
,1204028160,H. Banks,Hagan Banks,Banks,Hagan,P,University of Alabama,ALA,730206976,Alabama,BBC,R,R,R-SR,2002-07-20,215,6' 4","Plainville, GA, US",23,36
,1207798016,A. Lewis II,Andreaus Lewis II,Lewis II,Andreaus,C,Manhattan College,MAN,730363648,Manhattan,BBC,L,R,GRAD,2002-12-10,200,5' 10","Atlanta, GA, US",23,20
,1212655616,D. Perez,Daniel Perez,Perez,Daniel,2B,La Salle University,LA S,730183680,La Salle,BBC,L,R,R-SR,2002-10-02,185,5' 10","Greenwich, CT, US",23,13
,1254273792,T. Hansen,Trevor Hansen,Hansen,Trevor,1B,Manhattan College,MAN,730363648,Manhattan,BBC,R,R,SR,2004-05-06,215,6' 4","Skillman, NJ, US",22,26
,1254718720,G. Shaw,Greg Shaw,Shaw,Greg,P,University of Connecticut,CONN,5486,Connecticut,BBC,R,R,SR,2004-06-20,210,6' 3","Cornwall On Hudson, NY, US",22,41
,1262635776,C. Swain,Chase Swain,Swain,Chase,CF,La Salle University,LA S,730183680,La Salle,BBC,R,R,R-SR,2002-12-19,195,6' 0","Elsinboro, NJ, US",23,42
,1297536512,D. Mayer,Dylan Mayer,Mayer,Dylan,OF,Manhattan College,MAN,730363648,Manhattan,BBC,R,L,JR,-,210,6' 3","Glenview, IL, US",0,16
,1332980224,J. Brown,Josiah Brown,Brown,Josiah,IF,Manhattan College,MAN,730363648,Manhattan,BBC,S,R,JR,-,190,6' 0","North Plainfield, NJ, US",0,9
,1162373888,T. Fay,Tyler Fay,Fay,Tyler,P,University of Alabama,ALA,730206976,Alabama,BBC,R,R,R-JR,2004-01-22,215,6' 5","Doniphan, NE, US",22,8
,1207803904,K. Denty,Kevin Denty,Denty,Kevin,RF,Elon University,ELON,730252544,Elon,BBC,L,R,JR,-,205,6' 1","Tinley Park, IL, US",0,24
,1260774912,P. Picot,Parker Picot,Picot,Parker,RF,Michigan State University,MSU,1551,Michigan State,BBC,R,R,JR,2005-06-22,200,6' 1","Rochester Hills, MI, US",21,11
,1264601600,R. Kruse,Ryan Kruse,Kruse,Ryan,P,Valparaiso University,VALP,730369536,Valparaiso,BBC,R,R,R-JR,2004-01-16,200,6' 1","Detroit, MI, US",22,26
,1310705408,S. Mitchell,Sam Mitchell,Mitchell,Sam,P,University of Alabama,ALA,730206976,Alabama,BBC,R,R,R-SO,-,0,6' 7","Madison, AL, US",0,28
,1334284288,C. Hack,Christian Hack,Hack,Christian,P,Valparaiso University,VALP,730369536,Valparaiso,BBC,L,L,R-SR,2003-02-04,215,6' 3","Oak Forest, IL, US",23,10
,1085959680,A. Morris,Austin Morris,Morris,Austin,P,University of Alabama,ALA,730206976,Alabama,BBC,R,R,R-JR,2004-03-05,210,6' 4","Warrior, AL, US",22,99
,1279118592,L. Foley,Lucas Foley,Foley,Lucas,P,Illinois State University,ILST,730258944,Illinois State,BBC,L,L,JR,2005-04-01,205,6' 3","Deer Park, IL, US",21,39
,1162026752,Z. Adams,Zane Adams,Adams,Zane,P,University of Alabama,ALA,730206976,Alabama,BBC,L,L,JR,2004-05-13,195,6' 4","Porter, TX, US",22,20
,1109527296,D. Mathews,Duncan Mathews,Mathews,Duncan,C,University of South Alabama,USA,730298880,South Alabama,BBC,R,R,JR,2005-03-21,185,5' 9","Flowood, MS, US",21,22
,1162299648,E. Melton,Ethan Melton,Melton,Ethan,CF,University of South Alabama,USA,730298880,South Alabama,BBC,R,R,JR,-,175,5' 10","Hernando, MS, US",0,4
,1162404352,J. Haley,Jacob Haley,Haley,Jacob,P,University of South Alabama,USA,730298880,South Alabama,BBC,R,R,JR,2005-08-16,200,6' 3","Huntsville, AL, US",20,36
,1207744768,B. Holt,Brennan Holt,Holt,Brennan,2B,University of Alabama,ALA,730206976,Alabama,BBC,L,R,GRAD,2002-12-11,165,5' 9","Baton Rouge, LA, US",23,4
,1260774144,J. Kenty,Jansen Kenty,Kenty,Jansen,P,Georgia Southern University,GASO,730331648,Georgia Southern,BBC,L,L,R-SO,-,0,6' 0","Newnan, GA, US",0,26
,1309516544,Z. Stevens,Zach Stevens,Stevens,Zach,P,University of South Alabama,USA,730298880,South Alabama,BBC,R,R,JR,2005-06-27,190,6' 0","Millbrook, AL, US",21,30
,1330780928,T. Smith,Tyler Smith,Smith,Tyler,P,University of South Alabama,USA,730298880,South Alabama,BBC,R,R,SR,2004-06-28,235,6' 3","Jackson, TN, US",22,23
,1269868032,T. Chestnut,Travis Chestnut,Chestnut,Travis,OF,Texas A&M University,TXAM,3032,Texas A&M,BBC,R,R,GRAD,2001-10-19,155,5' 7","Pflugerville, TX, US",24,4
,1279330048,C. Sorrell,Caden Sorrell,Sorrell,Caden,CF,Texas A&M University,TXAM,3032,Texas A&M,BBC,L,L,JR,2005-03-07,205,6' 3","Highland Village, TX, US",21,13
,1297352960,G. Grahovac,Gavin Grahovac,Grahovac,Gavin,1B,Texas A&M University,TXAM,3032,Texas A&M,BBC,R,R,JR,2005-01-02,220,6' 2","Orange, CA, US",21,9
,1310973952,S. Sdao,Shane Sdao,Sdao,Shane,P,Texas A&M University,TXAM,3032,Texas A&M,BBC,L,L,R-JR,-,0,6' 2","Montgomery, TX, US",0,38
,1290467840,W. Moss,Weston Moss,Moss,Weston,P,Texas A&M University,TXAM,3032,Texas A&M,BBC,R,R,JR,2004-06-15,190,6' 4","Spring, TX, US",22,21
,1297504256,J. Stewart,Josh Stewart,Stewart,Josh,P,Texas A&M University,TXAM,3032,Texas A&M,BBC,R,R,GRAD,2003-04-12,195,6' 2","Georgetown, TX, US",23,12
,1310836992,B. Binderup,Blake Binderup,Binderup,Blake,1B,Texas A&M University,TXAM,3032,Texas A&M,BBC,R,R,R-JR,2003-12-27,230,6' 6","College Station, TX, US",22,46
,1084614912,A. Veasey,Ariston Veasey,Veasey,Ariston,P,Clemson University,CLEM,730358784,Clemson,BBC,R,R,JR,2005-07-18,190,6' 1","Peachtree City, GA, US",20,18
,1093147136,L. Steele,Lucas Steele,Steele,Lucas,C,Auburn University,AUB,5466,Auburn,BBC,S,R,SR,2004-02-09,215,5' 11","Hoover, AL, US",22,10
,1097597440,J. Harris,Jackson Harris,Harris,Jackson,1B,Samford University,SAM,730386432,Samford,BBC,L,L,JR,2004-09-07,180,5' 11","Vestavia Hills, AL, US",21,6
,1097597952,C. Carr,Cade Carr,Carr,Cade,C,Samford University,SAM,730386432,Samford,BBC,R,R,JR,2004-10-08,180,5' 10","Hoover, AL, US",21,2
,1099593216,J. Whitney,John Whitney,Whitney,John,P,Samford University,SAM,730386432,Samford,BBC,L,L,SR,2003-06-13,180,5' 10","Venice, FL, US",23,5
,1198478080,N. Berry,Noah Berry,Berry,Noah,P,Samford University,SAM,730386432,Samford,BBC,R,R,R-JR,-,210,6' 5","Madison, AL, US",0,45
,1226686720,C. Horowicz,Cullen Horowicz,Horowicz,Cullen,P,University of South Carolina,SCAR,730348544,South Carolina,BBC,R,R,,2002-09-19,220,6' 4","Vero Beach, FL, US",23,21
,1276294912,M. Manley,Matt Manley,Manley,Matt,P,Gardner Webb University,WEBB,730222592,Gardner Webb,BBC,R,R,JR,-,210,6' 1","Huntsville, AL, US",0,34
,1278784768,A. Gaeto,Alex Gaeto,Gaeto,Alex,P,Samford University,SAM,730386432,Samford,BBC,R,R,SR,-,0,6' 4","Albuquerque, NM, US",0,37
,1330808832,J. Malone,John Malone,Malone,John,P,Samford University,SAM,730386432,Samford,BBC,R,R,JR,2004-08-02,210,6' 1","Fairhope, AL, US",21,38
,1340174080,E. Steckmesser,Evan Steckmesser,Steckmesser,Evan,P,University of Alabama,ALA,730206976,Alabama,BBC,L,L,GRAD,-,185,6' 1","Huntsville, AL, US",0,44
,1087388160,M. Heiberger,Matthew Heiberger,Heiberger,Matthew,P,University of Alabama,ALA,730206976,Alabama,BBC,L,L,JR,2004-09-20,210,6' 3","Birmingham, AL, US",21,7
,1092626944,T. Harrington,Tyler Harrington,Harrington,Tyler,1B,University of Memphis,MEM,730172160,Memphis,BBC,R,R,GRAD,2002-04-22,210,6' 1","Lakeland, TN, US",24,25
,1132735744,C. Ingram,Chase Ingram,Ingram,Chase,P,UAB,UAB,730345984,UAB,BBC,R,R,SR,2003-07-25,235,6' 4","Pleasant Hill, CA, US",22,30
,1139902720,B. Brooks,Braxton Brooks,Brooks,Braxton,OF,University of West Georgia,UOWG,730308864,West Georgia,BBC,R,R,JR,2005-04-27,200,6' 1","Monroe, GA, US",21,21
,1205110016,B. Shelton,Braxton Shelton,Shelton,Braxton,P,UAB,UAB,730345984,UAB,BBC,R,R,SR,2003-07-29,180,6' 1","Fort Morgan, CO, US",22,18
,1301145856,T. Haines,Tyler Haines,Haines,Tyler,P,UAB,UAB,730345984,UAB,BBC,R,R,GRAD,2002-05-22,205,6' 5","Phenix City, AL, US",24,31
,1304736768,A. Cheeseman,Alex Cheeseman,Cheeseman,Alex,IF,UAB,UAB,730345984,UAB,BBC,R,R,JR,2004-07-16,185,6' 0","Commerce, MI, US",21,8
,1330720512,B. House,Brooks House,House,Brooks,P,UAB,UAB,730345984,UAB,BBC,R,R,R-SO,2004-10-04,220,6' 5","Winder, GA, US",21,43
,1097455104,G. Anderson,Garner Anderson,Anderson,Garner,UTL,University of Tennessee at Martin,UTM,730238976,UT Martin,BBC,R,R,R-JR,-,190,6' 3","Martin, TN, US",0,2
,1100074496,J. Cooke,Jackson Cooke,Cooke,Jackson,C,University of Pittsburgh,PITT,5424,Pittsburgh,BBC,R,R,SR,2004-02-28,235,6' 1","Edina, MN, US",22,55
,1101830144,B. Hill,Brock Hill,Hill,Brock,P,University of New Orleans,UNO,5380,New Orleans,BBC,R,R,SR,2003-08-01,190,6' 0","Birmingham, AL, US",22,44
,1303303936,S. Jones,Silas Jones,Jones,Silas,P,University of Tennessee at Martin,UTM,730238976,UT Martin,BBC,R,R,JR,-,0,6' 2","Thompson's Station, TN, US",0,18
,1100524800,C. Johnson,Camden Johnson,Johnson,Camden,3B,University of Oklahoma,OKLA,730294528,Oklahoma,BBC,L,R,JR,2004-10-05,185,6' 1","Boerne, TX, US",21,9
,1238972928,C. Anderson,Caleb Anderson,Anderson,Caleb,P,Duke University,DUKE,730336256,Duke,BBC,R,R,GRAD,2003-12-29,205,6' 0","Springdale, AR, US",22,24
,1248459776,K. Durnin,Kam Durnin,Durnin,Kam,IF,University of Missouri,MIZZ,4806,Missouri,BBC,R,R,JR,2004-08-05,195,6' 0","Linn Creek, MO, US",21,27
,1269627392,B. Hamilton,Brady Hamilton,Hamilton,Brady,P,Wichita State University,WICH,730203904,Wichita State,BBC,R,R,JR,2005-07-19,195,6' 2","Edmond, OK, US",20,44
,1280568832,J. Gustafson,Jaden Gustafson,Gustafson,Jaden,LF,Wichita State University,WICH,730203904,Wichita State,BBC,L,L,SR,2004-07-01,215,6' 3","Wichita, KS, US",22,21
,1309420288,L. Haworth,Lane Haworth,Haworth,Lane,RF,UTSA,UTSA,730373120,UTSA,BBC,L,L,JR,2005-04-06,195,5' 10","Lewisville, TX, US",21,19
,1316711680,D. Williams,Derek Williams,Williams,Derek,RF,University of Miami,MIA,236,Miami,BBC,R,R,GRAD,2002-10-12,205,6' 0","St Louis, MO, US",23,2
,1084407040,R. Geraghty,Ryan Geraghty,Geraghty,Ryan,P,Jacksonville State University,JVST,730225408,Jacksonville State,BBC,R,R,JR,2005-01-18,200,6' 1","Mundelein, IL, US",21,25
,1162579200,J. Livingston,Josh Livingston,Livingston,Josh,IF,University of Texas,TEX,245,Texas,BBC,L,R,GRAD,2003-06-20,215,6' 0","Prosper, TX, US",23,15
,1176124160,T. LaPour,Tommy LaPour,LaPour,Tommy,P,Texas Christian University,TCU,5045,TCU,BBC,R,R,JR,2005-03-29,230,6' 4","Blue Springs, MO, US",21,49
,1304710144,G. Snyder,Gannon Snyder,Snyder,Gannon,IF,University of California,CAL,730152448,California,BBC,R,R,JR,2004-07-20,215,6' 2","St Louis, MO, US",21,14
,1085389824,C. Robinson,Caden Robinson,Robinson,Caden,P,University of Memphis,MEM,730172160,Memphis,BBC,R,R,SR,2004-03-15,175,6' 0","New Albany, OH, US",22,5
,1100075008,A. Fernandes,Alex Fernandes,Fernandes,Alex,RF,San Jose State University,SJSU,730206720,San Jose State,BBC,L,R,SR,2002-09-26,159,5' 11","San Marcos, CA, US",23,1
,1131564544,B. Sanders,Brayden Sanders,Sanders,Brayden,P,University of Memphis,MEM,730172160,Memphis,BBC,L,R,GRAD,2002-11-27,215,5' 10","Olive Branch, MS, US",23,14
,1156893184,S. Cox,Shane Cox,Cox,Shane,IF,University of Memphis,MEM,730172160,Memphis,BBC,R,R,GRAD,2002-10-24,215,6' 3","Munford, TN, US",23,2
,1226902784,C. Willis,CJ Willis,Willis,CJ,OF,University of Memphis,MEM,730172160,Memphis,BBC,L,R,R-JR,2004-02-03,225,6' 3","Bartlett, TN, US",22,44
,1237388544,P. Seals,Pierre Seals,Seals,Pierre,RF,University of Missouri,MIZZ,4806,Missouri,BBC,R,R,GRAD,2003-07-08,210,6' 0","Memphis, TN, US",23,5
,1079097856,X. Moronta,Xavier Moronta,Moronta,Xavier,OF,Florida Atlantic University,FAU,339,Florida Atlantic,BBC,L,L,GRAD,-,0,5' 10","Miramar, FL, US",0,32
,1085388800,A. Havrilla,AJ Havrilla,Havrilla,AJ,1B,Marshall University,MRSH,730333696,Marshall,BBC,R,R,JR,-,200,5' 11","Canfield, OH, US",0,23
,1101444352,C. Little,Cody Little,Little,Cody,P,Northern Kentucky University,NKU,730230272,Northern Kentucky,BBC,R,R,GRAD,-,175,5' 11","Largo, FL, US",0,22
,1121440512,D. Harlow,Drew Harlow,Harlow,Drew,P,Marshall University,MRSH,730333696,Marshall,BBC,R,R,GRAD,-,215,6' 2","Halifax, VA, US",0,13
